Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,16.11,360.587,1.75,53.28,41.67,24138050331,3613000000,34.491.453,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA,Public Storage,Real Estate,180.49,18.21,4.316.159,6.81,232.21,1.809.254,32258539942,1924803000,1.616.417,6.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,12.86,12.036.108,1.44,35.21,21.06,8792572352,992811000,10.341.544,1.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
PVH,PVH Corp.,Consumer Discretionary,142.68,20.98,0.100529455,6.77,157.96,84.53,11478625926,1057500000,17.617.522,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH
QRVO,Qorvo,Information Technology,76.85,19.71,0,-0.13,85.24,62.68,9877885146,806875000,3.389.142,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM,QUALCOMM Inc.,Information Technology,62.42,16.51,35.055.351,1.65,69.28,48.92,96282828902,4191000000,4.263.658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR,Quanta Services Inc.,Industrials,33.51,17.54,0,1.28,40.105,30.23,5330131216,649404000,0.77893436,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX,Quest Diagnostics,Health Care,96.42,17.07,19.884.669,5.5,112.965,90.1,13578300000,1453000000,17.709.883,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RRC,Range Resources Corp.,Energy,12.82,35.61,0.6097561,-2.79,34.09,12.7,3255587970,820095000,19.624.339,0.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC
RJF,Raymond James Financial Inc.,Financials,86.06,16.94,10.982.976,4.12,99.1,71.35,13216271700,0,19.734.555,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
RTN,Raytheon Co.,Industrials,198.74,25.78,15.612.764,6.95,213.45,147.86,59066255840,3868000000,22.938.328,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN
O,Realty Income Corporation,Real Estate,47.56,15.54,5.372.036,1.12,63.6,48.89,13784942453,1075568000,15.588.069,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
RHT,Red Hat Inc.,Information Technology,124.65,79.9,0,1.68,135.77,78.48,22799923883,541809000,8.202.077,15.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT
REG,Regency Centers Corporation,Real Estate,55.58,15.27,36.850.338,1.43,72.05,56.66,9858367494,487636000,13.762.162,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN,Regeneron,Health Care,322.62,27.93,0,7.74,5.435.518,319.5,35950369241,2043160000,848.541,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF,Regions Financial Corp.,Financials,17.9,17.9,18.987.342,1,19.9,13,21500640000,0,3.474.771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG,Republic Services Inc,Industrials,62.72,26.13,21.362.228,1.77,69.4,57.53,21590903863,2734000000,28.841.186,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RMD,ResMed,Health Care,89.26,31.54,15.120.423,2.41,104.78,67.04,13233622689,636942000,61.640.687,6.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
RHI,Robert Half International,Industrials,52.26,20.18,17.075.773,2.32,60.59,42.92,7047165475,565196000,13.330.402,5.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI
ROK,Rockwell Automation Inc.,Industrials,178.73,26.48,17.692.552,6.35,210.72,147.67,24123216432,1323200000,3.760.594,10.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
COL,Rockwell Collins,Industrials,133.31,22.29,0.9748892,4.8,139.63,89.9,22197870556,1696000000,3.781.273,3.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL
ROP,Roper Technologies,Industrials,259.4,27.57,0.61985797,9.38,290.415,191.22,27247789759,1555209000,59.715.905,4.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST,Ross Stores,Consumer Discretionary,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306,2247009000,29.734.495,10.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,16.26,18.674.136,7.53,135.65,93.4,27418147452,2876309000,31.026.611,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
SPGI,"S&P Global, Inc.",Financials,173.31,27.38,10.947.506,7.95,185.38,124.64,46585950000,3021000000,10.254.704,50.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI
CRM,Salesforce.com,Information Technology,104.03,520.15,0,0.27,114.52,79.63,79489115000,925804000,103.738.785,8.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
SBAC,SBA Communications,Real Estate,159.85,199.81,0,0.62,177.67,103.51,19572031314,1074240000,15.189.207,91.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC
SCG,SCANA Corp,Utilities,35.6,8.75,66.830.335,4.16,71.28,35.31,5229448882,1459000000,1.651.705,0.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG
SLB,Schlumberger Ltd.,Energy,67.4,44.93,28.673.835,-1.08,82.71,61.02,96529311126,3222000000,32.297.828,2.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,16.04,13.761.468,5.18,88.87,64.87,11328642413,1351059000,4.374.079,4.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNI
STX,Seagate Technology,Information Technology,47.44,11.51,5.085.772,2.58,56.45,30.6,14113197720,1811000000,13.048.558,13.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX
SEE,Sealed Air,Materials,42.62,21.31,14.427.412,2.46,50.62,41.22,8001938397,969700000,24.700.067,10.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE
SRE,Sempra Energy,Utilities,103.36,19.14,31.607.263,5.45,122.975,100.63,26163862235,3763000000,315.303,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
SHW,Sherwin-Williams,Materials,387.65,26.75,0.8426688,18.61,435.15,3.020.101,37730994828,2160668000,25.276.077,13.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
SIG,Signet Jewelers,Consumer Discretionary,49.38,6.65,24.730.754,7.03,77.94,46.09,3034275549,852700000,0.7564699,1.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG
SPG,Simon Property Group Inc,Real Estate,152.18,13.56,50.368.075,6.25,187.35,150.15,48139839531,4411515000,8.754.495,13.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
SWKS,Skyworks Solutions,Information Technology,99.04,16.45,12.629.502,5.41,117.65,90.53,18493080922,1122900000,69.704.437,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
SLG,SL Green Realty,Real Estate,90.61,14.07,34.998.922,0.88,115.34,91.2,8617714345,795889000,65.820.084,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG
SNA,Snap-On Inc.,Consumer Discretionary,156.72,15.81,1.968.433,9.2,185.47,140.83,9499107736,982200000,35.114.813,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
SO,Southern Co.,Utilities,43.4,15.78,53.530.226,2.53,53.51,42.63,43497224128,6012000000,25.080.602,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
LUV,Southwest Airlines,Industrials,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637,4533000000,16.294.897,3.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
SWK,Stanley Black & Decker,Consumer Discretionary,152.86,20.57,15.775.635,8.05,176.62,121.09,24496399600,2264600000,1.944.325,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK
SBUX,Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203.452,1.97,64.87,52.58,76548976000,7361500000,34.392.443,13.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
STT,State Street Corp.,Financials,98.54,15.35,16.228.749,5.23,114.27,75.27,38059113300,0,3.263.072,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT
SRCL,Stericycle Inc,Industrials,70.55,16.26,0,2.08,88,61.25,6218560288,305085000,22.607.324,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL
SYK,Stryker Corp.,Health Care,148.01,23.46,12.234.008,2.68,170,122.01,57509096756,2863000000,4.635.566,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK
STI,SunTrust Banks,Financials,65.8,16.25,23.185.046,4.48,72.06,51.96,32498948310,0,33.089.445,1.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI
SYMC,Symantec Corp.,Information Technology,25.59,39.37,11.286.682,-0.17,34.2,25.65,16520497264,1227000000,35.516.493,3.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC
SYF,Synchrony Financial,Financials,34.98,13.35,1.6,2.41,40.59,26.01,28893750000,0,21.096.623,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF
SNPS,Synopsys Inc.,Information Technology,82.62,67.72,0,0.87,94.8,64.75,12767067883,579844000,6.276.264,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS
SYY,Sysco Corp.,Consumer Staples,57,22.98,24.644.873,2.08,64.27,48.85,30445320778,2988725000,0.7295535,13.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
TROW,T. Rowe Price Group,Financials,101.99,19.92,2.140.443,4.75,120.07,66.7,25810865035,2281400000,73.911.157,4.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW
TPR,"Tapestry, Inc.",Consumer Discretionary,48.85,,0,2.09,50.71,36.69,14247199374,0,40.785.494,4.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR
TGT,Target Corp.,Consumer Discretionary,71.11,14.19,33.856.654,4.71,78.7,48.56,39816696539,7105000000,0.8047394,3.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT
TEL,TE Connectivity Ltd.,Information Technology,95.27,19.72,16.062.645,4.71,108.23,71.93,34983666316,2797000000,25.734.365,3.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
FTI,TechnipFMC,Energy,29.1,18.77,17.060.367,0,35,24.53,14163064455,540.167.833.423.084,1.561.575,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI
TXN,Texas Instruments,Information Technology,97.66,24.05,24.318.495,3.6,120.75,74.52,1.00263E+11,7013000000,69.572.234,9.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN
TXT,Textron Inc.,Industrials,55.54,22.13,0.1381454,1.14,62.19,45,15254672353,1454000000,10.645.695,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT
BK,The Bank of New York Mellon Corp.,Financials,53.29,14.76,17.347.307,3.73,58.99,44.91,56083904906,0,33.834.257,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
CLX,The Clorox Company,Consumer Staples,127.76,23.44,26.286.967,5.33,150.4,124.09,16540418002,1295000000,2.798.683,21.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
COO,The Cooper Companies,Health Care,223.17,22.96,0.026033757,7.52,256.39,187.02,11297958140,615700000,68.538.465,3.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO
HSY,The Hershey Company,Consumer Staples,97.65,20.51,26.494.346,3.66,116.49,98.851,20867272020,1404123000,28.396.711,25.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY
MOS,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,18.161.958,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS
TRV,The Travelers Companies Inc.,Financials,135.01,16.48,20.261.714,7.31,150.55,113.76,38903131815,0,133.382,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV
DIS,The Walt Disney Company,Consumer Discretionary,101.35,17.78,16.036.655,5.7,116.1,96.2,1.57817E+11,12544000000,39.635.563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
TMO,Thermo Fisher Scientific,Health Care,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345,4751300000,4.015.666,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
TIF,Tiffany & Co.,Consumer Discretionary,99.62,27,19.402.406,3.55,111.44,77.93,12810515320,949500000,4.516.748,3.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF
TWX,Time Warner Inc.,Consumer Discretionary,93.02,15.35,16.927.768,6.62,103.9,85.88,74185800000,7671000000,23.735.986,2.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX
TJX,TJX Companies Inc.,Consumer Discretionary,74.36,21.01,164.042,3.46,81.46,66.44,48181450881,4600216000,19.293.598,10.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX
TMK,Torchmark Corp.,Financials,80.52,17.02,0.7204611,4.5,93.595,73.53,9614412169,0,31.079.664,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK
TSS,Total System Services,Information Technology,81.17,25.85,0.6091133,3.16,89.92,50.96,15694951118,1097534000,3.175.548,6.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS
TSCO,Tractor Supply Company,Consumer Discretionary,65.94,19.57,16.030.874,3.3,82.68,49.87,8459271203,859519000,11.642.125,6.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO
TDG,TransDigm Group,Industrials,283,23.76,0,7.92,321.38,203.72,15241203731,1635916000,4.268.832,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG
TRIP,TripAdvisor,Consumer Discretionary,40.05,58.04,0,0.81,53.29,29.5,5700998508,234000000,45.925.775,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,17.81,0.9983361,1.59,39.135,24.81,44027094922,5280000000,21.080.317,4.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,17.57,10.084.034,1.59,38.56,24.3,66135313503,5280000000,31.654.842,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX
TSN,Tyson Foods,Consumer Staples,73.92,13.92,16.353.229,4.79,84.65,57.2,26957526800,2521000000,0.93730986,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
USB,U.S. Bancorp,Financials,52.65,15.35,2.189.781,3.52,58.5,49.535,90940115897,0,37.773.547,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
UDR,UDR Inc,Real Estate,32.92,17.79,3.668.639,1.08,40.71,33.31,9050154422,665141000,12.365.829,3.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,32.07,0,6.52,314.86,187.96,13300000127,1002093000,33.779.113,8.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA
UAA,Under Armour Class A,Consumer Discretionary,13.14,32.05,0,0.45,23.46,11.4,5856913571,399277000,1.602.308,2.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA
UA,Under Armour Class C,Consumer Discretionary,11.95,29.15,0,0.45,21.805,10.36,5366628950,399277000,14.738.787,2.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA
UNP,Union Pacific,Industrials,124.86,22.06,2.062.655,13.52,143.05,101.06,1.01513E+11,10169000000,48.605.075,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
UAL,United Continental Holdings,Industrials,63.37,8.85,0,7.05,83.04,56.51,19363059152,5929000000,0.5020496,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
UNH,United Health Group Inc.,Health Care,216.46,21.47,13.284.917,10.71,250.79,156.49,2.18835E+11,17454000000,10.903.316,4.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
UPS,United Parcel Service,Industrials,109.28,18.27,29.666.696,5.62,135.53,102.12,96436356833,7919000000,14.744.618,64.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
URI,"United Rentals, Inc.",Industrials,161.99,16.33,0,15.72,189,100.621,14654954091,2760000000,21.782.618,4.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
UTX,United Technologies,Industrials,127.48,19.26,21.216.943,5.7,139.24,107.05,1.05387E+11,10584000000,17.324.123,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX
UHS,"Universal Health Services, Inc.",Health Care,114.87,15.36,0.34153005,7.14,129.74,95.26,11116075286,1676204000,13.158.662,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
UNM,Unum Group,Financials,47.87,11.51,18.189.007,4.38,58.73,43.55,11256432318,0,0.9984924,1.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM
VFC,V.F. Corp.,Consumer Discretionary,78.75,25.9,22.865.665,2.55,82.95,48.05,31797645904,1624441000,37.110.944,7.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
VLO,Valero Energy,Energy,86.77,18.74,35.618.877,9.24,99.95,60.69,39312309113,5401000000,0.4211918,1.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VAR,Varian Medical Systems,Health Care,112.82,29.93,0,2.69,130.29,77.73,10692681720,500600000,39.652.252,7.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR
VTR,Ventas Inc,Real Estate,50.92,12.21,5.965.641,1.86,72.36,51.8,18865999082,1935931000,70.740.495,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VRSN,Verisign Inc.,Information Technology,105.62,29.5,0,3.43,118.28,81.17,10754983829,767864000,12.401.829,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK,Verisk Analytics,Industrials,92.28,28.84,0,3.45,100.54,75.6,15594677147,1011200000,9.935.474,9.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ,Verizon Communications,Telecommunication Services,49.04,13.08,4.626.544,7.36,54.77,42.8,2.08092E+11,45745000000,16.452.544,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,252.67,0,1.04,174.955,84.39,39369386348,97562000,16.185.404,21.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VIAB,Viacom Inc.,Consumer Discretionary,32.71,8.68,2.622.091,4.68,46.72,22.13,10601008017,5600000000,10.924.768,2.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
V,Visa Inc.,Information Technology,113.86,32.72,0.70204765,2.8,126.88,84.88,2.70039E+11,13086000000,14.433.654,9.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VNO,Vornado Realty Trust,Real Estate,66.18,16.22,3.744.428,4.33,111.72,660.101,12778779911,0,71.491.003,3.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
VMC,Vulcan Materials,Materials,121.47,40.9,0.7797879,3.1,141.2,108.95,16964162228,970976000,57.576.876,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WMT,Wal-Mart Stores,Consumer Staples,100.02,23.1,1.983.471,4.39,109.98,66.89,3.04681E+11,30721000000,0.82099426,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
WBA,Walgreens Boots Alliance,Consumer Staples,68.22,13.38,22.368.238,3.78,88,63.82,70862541911,7083000000,0.5904388,3.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WM,Waste Management Inc.,Industrials,79.12,25.36,20.800.195,2.66,89.73,69.55,35488486675,3896000000,32.787.669,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT,Waters Corporation,Health Care,191.79,26.64,0,0.19,220.2,145.94,16064078572,773932000,69.824.114,6.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WEC,Wec Energy Group Inc,Utilities,59.5,19.57,3.691.948,3.79,70.09,56.63,18890296993,2736500000,24.834.197,2.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC,Wells Fargo,Financials,55.4,13.58,27.111.576,4.07,66.31,49.27,2.81464E+11,0,28.728.192,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
HCN,Welltower Inc.,Real Estate,54.67,12.74,61.538.463,2.81,78.17,55.29,20943679019,1908253000,6.725.218,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
WDC,Western Digital,Information Technology,80.09,10.19,2.389.201,1.29,95.77,71.38,24760297793,5169000000,1.245.503,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WU,Western Union Co,Information Technology,18.81,10.17,35.915.854,0.51,22.21,18.39,8951609207,694600000,222.677,12.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU
WRK,WestRock Company,Materials,60.93,23.26,26.699.784,2.77,71.55,49.23,16433340688,2262300000,1.075.785,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK
WY,Weyerhaeuser Corp.,Real Estate,33.6,34.29,37.079.954,0.77,37.89,309.504,26070297960,1365000000,36.396.794,2.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WHR,Whirlpool Corp.,Consumer Discretionary,164.95,11.77,25.652.986,4.51,202.99,158.8,12177920000,1842000000,0.58064795,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
WMB,Williams Cos.,Energy,28.56,48.41,4,-0.57,33.67,268.188,24802396470,3955000000,42.982.845,3.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW,Willis Towers Watson,Financials,152.36,18.67,1.347.058,3.07,165,120.869,20780269334,1440000000,34.484.663,2.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WYN,Wyndham Worldwide,Consumer Discretionary,113.56,18.77,19.541.779,5.53,127.96,80.11,11993835688,1232000000,27.332.082,18.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
WYNN,Wynn Resorts Ltd,Consumer Discretionary,169.28,31.7,11.279.043,7.27,203.63,92.67,18225400525,1501301000,2.478.658,51.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy Inc,Utilities,42.44,18.14,33.914.273,2.21,52.22,41.16,21559611927,3885828000,2.520.456,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XRX,Xerox Corp.,Information Technology,29.8,8.87,3.207.184,0.59,37.42,26.64,7938833340,1191000000,0.7877656,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX
XLNX,Xilinx Inc,Information Technology,62.82,27.19,20.904.882,2.32,77.26,54.99,17064975551,845468000,7.101.206,7.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
XL,XL Capital,Financials,41.26,-19.93,20.952.382,-2.24,47.27,33.77,10753423590,0,0.84394187,0.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL
XYL,Xylem Inc.,Industrials,70.24,30.94,11.700.794,1.83,76.81,46.86,12915021000,722000000,27.262.094,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YUM,Yum! Brands Inc,Consumer Discretionary,76.3,27.25,17.970.798,4.07,86.93,62.85,27003303098,2289000000,63.136.363,212.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBH,Zimmer Biomet Holdings,Health Care,115.53,14.32,0.7948336,9.01,133.49,108.17,24454698119,2007400000,31.648.953,2.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZION,Zions Bancorp,Financials,50.71,17.73,1.480.933,2.6,55.61,38.43,10670678640,0,37.945.793,1.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
ZTS,Zoetis,Health Care,71.51,32.8,0.68237203,1.65,80.13,52,35991109776,1734000000,9.280.896,18.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
